,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Start,Stop,Chromosome
OIIb.chr4.v1.g200460,12121.71245,-0.077064802,0.156716281,-0.491747263,0.622898022,0.826089089,44232909,44238138,Chr04
OIIb.chr4.v1.g200470,2750.220903,-0.603078736,0.264603729,-2.279177009,0.022656545,0.098947653,44302059,44307315,Chr04
OIIb.chr4.v1.g200480,1583.854125,-1.93907957,0.428584776,-4.524378088,6.06E-06,0.000177217,44331720,44358626,Chr04
OIIb.chr4.v1.g200500,0,NA,NA,NA,NA,NA,44403810,44404181,Chr04
OIIb.chr4.v1.g200520,4377.088162,-0.967943064,0.335099587,-2.8885236,0.00387055,0.027333572,44471548,44477755,Chr04
OIIb.chr4.v1.g200530,9.967582119,0,2.917802962,0,1,1,44521791,44527747,Chr04
OIIb.chr4.v1.g200540,0,NA,NA,NA,NA,NA,44529662,44530003,Chr04
OIIb.chr4.v1.g200550,1630.269343,-0.495394662,0.242433104,-2.043428283,0.04101006,0.150655905,44643249,44647267,Chr04
OIIb.chr4.v1.g200620,0,NA,NA,NA,NA,NA,44830185,44830544,Chr04
OIIb.chr4.v1.g200630,0,NA,NA,NA,NA,NA,44831202,44831672,Chr04
OIIb.chr4.v1.g200640,311.3309199,-0.721311022,0.463258384,-1.557038245,0.119461405,0.311787283,44872624,44872938,Chr04
OIIb.chr4.v1.g200650,851.399992,-0.61515563,0.330057482,-1.863783323,0.062352139,0.200986554,45013277,45031311,Chr04
OIIb.chr4.v1.g200680,0.017911461,0,8.775233444,0,1,NA,45133560,45133667,Chr04
OIIb.chr4.v1.g200700,0,NA,NA,NA,NA,NA,45140329,45150550,Chr04
OIIb.chr4.v1.g200710,612.0131153,-0.562211965,0.456252923,-1.232237507,0.217860376,0.457450406,45253460,45258854,Chr04
OIIb.chr4.v1.g200720,13.1342034,-1.184435864,0.657708609,-1.800851999,0.07172621,0.221133102,45258876,45260907,Chr04
OIIb.chr4.v1.g200730,184.9857518,-0.997146342,0.671123281,-1.485787142,0.137335432,0.341581607,45323963,45325339,Chr04
OIIb.chr4.v1.g200750,2428.389527,0.212678831,0.291665651,0.729187104,0.465887219,0.71122277,45470194,45477235,Chr04
OIIb.chr4.v1.g200760,0.229156844,0,8.775233444,0,1,NA,45626785,45628159,Chr04
OIIb.chr4.v1.g200770,0.545503314,0,8.775233444,0,1,NA,45669436,45670539,Chr04
OIIb.chr4.v1.g200780,2041.107795,-0.193612401,0.15154762,-1.277568074,0.201401764,0.435864245,45738521,45744208,Chr04
OIIb.chr4.v1.g200790,108.5014144,-1.397942783,0.909811307,-1.536519466,0.124411027,0.320195975,45758403,45759275,Chr04
OIIb.chr4.v1.g200800,1219.408541,0.012426489,0.204621299,0.060729207,0.951574871,0.998485465,45761239,45766951,Chr04
OIIb.chr4.v1.g200810,86.84693036,-0.862148804,0.428744224,-2.010869781,0.044339213,0.159415606,45767306,45767605,Chr04
OIIb.chr4.v1.g200880,0.010374824,0,8.775233444,0,1,NA,45799296,45801862,Chr04
OIIb.chr4.v1.g200900,3194.91681,-0.018969348,0.198658311,-0.095487314,0.923927766,0.987251522,45910616,45911800,Chr04
OIIb.chr4.v1.g200940,0.088924809,0,8.775233444,0,1,NA,45948203,45949646,Chr04
OIIb.chr4.v1.g200950,5855.862793,0.356096688,0.177140441,2.010250656,0.044404666,0.15959653,45994670,46010258,Chr04
OIIb.chr4.v1.g200980,5507.981236,-0.103288806,0.163566749,-0.631478014,0.52772802,0.759182627,46196060,46205415,Chr04
OIIb.chr4.v1.g200990,627.7049829,-0.312617236,0.159675613,-1.957827065,0.050250308,0.174166942,46283006,46288190,Chr04
OIIb.chr4.v1.g201000,3611.51089,0.377294302,0.136928561,2.755409833,0.005861866,0.037590965,46352730,46362807,Chr04
OIIb.chr4.v1.g201010,0,NA,NA,NA,NA,NA,46422417,46422818,Chr04
OIIb.chr4.v1.g201020,0,NA,NA,NA,NA,NA,46426711,46427139,Chr04
OIIb.chr4.v1.g201030,0,NA,NA,NA,NA,NA,46427737,46428258,Chr04
OIIb.chr4.v1.g201040,0,NA,NA,NA,NA,NA,46440118,46440703,Chr04
OIIb.chr4.v1.g201050,0,NA,NA,NA,NA,NA,46444969,46445643,Chr04
OIIb.chr4.v1.g201060,0,NA,NA,NA,NA,NA,46446426,46446737,Chr04
OIIb.chr4.v1.g201070,0,NA,NA,NA,NA,NA,46450730,46451026,Chr04
OIIb.chr4.v1.g201080,0,NA,NA,NA,NA,NA,46459751,46460047,Chr04
OIIb.chr4.v1.g201100,1259.900896,0.101975185,0.346410544,0.294376678,0.768470086,0.910833736,46667650,46668576,Chr04
OIIb.chr4.v1.g201110,0,NA,NA,NA,NA,NA,46720937,46721275,Chr04
OIIb.chr4.v1.g201120,2092.51613,-0.228134355,0.123510259,-1.847088307,0.064734343,0.205958707,46736272,46741709,Chr04
OIIb.chr4.v1.g201130,0.874444055,-1.982994774,8.752421027,-0.226565286,0.820761788,NA,46747753,46748079,Chr04
OIIb.chr4.v1.g201140,2421.449176,0.076848046,0.14484065,0.5305696,0.595717066,0.807016621,46749071,46757263,Chr04
OIIb.chr4.v1.g201150,0,NA,NA,NA,NA,NA,46761252,46761500,Chr04
OIIb.chr4.v1.g201160,0.667209515,-2.934014037,8.734739099,-0.335901737,0.736944967,NA,46769029,46772998,Chr04
OIIb.chr4.v1.g201170,6.41930929,-0.163982747,0.974736031,-0.16823298,0.866399996,0.960521444,46779119,46786389,Chr04
OIIb.chr4.v1.g201180,0.155292004,0,8.775233444,0,1,NA,46779920,46780900,Chr04
OIIb.chr4.v1.g201190,0,NA,NA,NA,NA,NA,46833832,46834041,Chr04
OIIb.chr4.v1.g201200,3646.253135,0.131309309,0.136674365,0.960745707,0.336680044,0.595659813,46964985,46971839,Chr04
OIIb.chr4.v1.g201210,3312.586436,-0.069828331,0.349542485,-0.199770654,0.841659953,0.948921076,47010859,47014680,Chr04
OIIb.chr4.v1.g201250,2696.996757,0.016035166,0.243997548,0.065718552,0.947601902,0.997241794,47221011,47240093,Chr04
OIIb.chr4.v1.g201260,2.505225743,5.330365801,8.720282294,0.611260693,0.541027009,0.769757434,47387149,47387892,Chr04
OIIb.chr4.v1.g201270,5331.10175,0.371630131,0.13752405,2.702291942,0.006886327,0.042495224,47390707,47398091,Chr04
OIIb.chr4.v1.g201280,285.6681903,0.682600715,0.811656822,0.840996707,0.400349779,0.655259019,47399992,47400498,Chr04
OIIb.chr4.v1.g201330,18.04756683,3.032995546,2.517150147,1.204932312,0.228229434,0.472218899,47482889,47483170,Chr04
OIIb.chr4.v1.g201340,2.146703002,2.017997078,1.163313064,1.734698199,0.082794275,0.243680539,47483237,47483531,Chr04
OIIb.chr4.v1.g201350,25.35383902,0.48604909,0.989176276,0.491367517,0.623166535,0.826141068,47488873,47492962,Chr04
OIIb.chr4.v1.g201360,3283.338926,-0.271863783,0.198088327,-1.372437175,0.169927384,0.39050531,47505524,47510787,Chr04
OIIb.chr4.v1.g201370,0.200493115,0.884021438,8.775233444,0.100740504,0.919756458,NA,47532355,47533984,Chr04
OIIb.chr4.v1.g201380,2042.972743,-0.710792417,0.218847609,-3.247887522,0.001162652,0.011051377,47571674,47580002,Chr04
OIIb.chr4.v1.g201390,1.535314975,0,5.306149064,0,1,1,47582783,47583265,Chr04
OIIb.chr4.v1.g201400,1047.639907,-0.144345944,0.170110669,-0.848541389,0.396136532,0.651751347,47594328,47605195,Chr04
OIIb.chr4.v1.g201410,1104.133956,-0.330800214,0.157981158,-2.093921946,0.036266934,0.138263999,47695967,47704589,Chr04
OIIb.chr4.v1.g201440,4847.436451,-0.742624915,0.297745345,-2.494161294,0.012625516,0.064830241,47761484,47773822,Chr04
OIIb.chr4.v1.g201450,0,NA,NA,NA,NA,NA,47786641,47787282,Chr04
OIIb.chr4.v1.g201460,0,NA,NA,NA,NA,NA,47787811,47788047,Chr04
OIIb.chr4.v1.g201480,0,NA,NA,NA,NA,NA,47856541,47857119,Chr04
OIIb.chr4.v1.g201500,7.887428799,2.339812807,2.379013162,0.98352243,0.325350381,0.584030376,47889919,47890524,Chr04
OIIb.chr4.v1.g201510,0,NA,NA,NA,NA,NA,47950721,47950960,Chr04
OIIb.chr4.v1.g201520,783.9565069,0.15192697,0.24720882,0.614569374,0.538839145,0.768348371,47956239,47965663,Chr04
OIIb.chr4.v1.g201530,0.049355914,0,8.775233444,0,1,NA,47969690,47970013,Chr04
OIIb.chr4.v1.g201540,0.14676306,0,8.775233444,0,1,NA,47970964,47973242,Chr04
OIIb.chr4.v1.g201550,288.0223689,0.267592239,0.243948622,1.096920478,0.272676156,0.526435185,47980661,47982519,Chr04
OIIb.chr4.v1.g201560,96.78638475,-0.180707364,0.440919674,-0.409841917,0.681921915,0.861738606,47983911,47989624,Chr04
OIIb.chr4.v1.g201570,11.72400171,0.19749542,1.031962977,0.191378397,0.848229144,0.951579299,48015146,48015493,Chr04
OIIb.chr4.v1.g201590,0.186347715,0,8.775233444,0,1,NA,48164279,48164581,Chr04
OIIb.chr4.v1.g201600,1788.962162,-3.034421218,0.694685317,-4.368051469,1.25E-05,0.000320526,48195085,48196059,Chr04
OIIb.chr4.v1.g201610,0,NA,NA,NA,NA,NA,48227072,48227455,Chr04
OIIb.chr4.v1.g201620,107.9832527,-0.630208668,2.074189004,-0.303833771,0.761254537,0.906969963,48257949,48258944,Chr04
OIIb.chr4.v1.g201630,0,NA,NA,NA,NA,NA,48467766,48468125,Chr04
OIIb.chr4.v1.g201640,0,NA,NA,NA,NA,NA,48473770,48475545,Chr04
OIIb.chr4.v1.g201650,0,NA,NA,NA,NA,NA,48515293,48515595,Chr04
OIIb.chr4.v1.g201700,5.403290229,-17.07667463,8.743274707,-1.953121136,0.050805243,0.175312579,48852295,48852843,Chr04
OIIb.chr4.v1.g201710,0.541110537,-4.838351356,8.72082236,-0.554804485,0.579028399,NA,48855875,48856459,Chr04
OIIb.chr4.v1.g201720,1.153692906,-1.313661633,3.632020311,-0.361688956,0.717584481,0.883290766,48860980,48861222,Chr04
OIIb.chr4.v1.g201730,0,NA,NA,NA,NA,NA,48870144,48870494,Chr04
OIIb.chr4.v1.g201740,2240.253113,-0.002367711,0.21443631,-0.011041557,0.991190291,1,48876922,48881688,Chr04
OIIb.chr4.v1.g201760,7.5518804,0,2.500986506,0,1,1,48929437,48930864,Chr04
OIIb.chr4.v1.g201770,6059.179275,0.216029442,0.273802957,0.788996018,0.430114334,0.682578306,48991259,48997727,Chr04
OIIb.chr4.v1.g201780,0,NA,NA,NA,NA,NA,49076239,49076655,Chr04
OIIb.chr4.v1.g201800,92.50590533,1.116197203,0.95187269,1.172632868,0.240943063,0.488838262,49102672,49103001,Chr04
OIIb.chr4.v1.g201810,4929.624612,0.532130957,0.203030759,2.620937633,0.00876883,0.050538171,49167774,49168010,Chr04
OIIb.chr4.v1.g201820,0.076404605,0,8.775233444,0,1,NA,49171679,49171921,Chr04
OIIb.chr4.v1.g201830,2695.955428,-0.514899469,0.344933797,-1.492748677,0.135502986,0.338540802,49191074,49195113,Chr04
OIIb.chr4.v1.g201840,0,NA,NA,NA,NA,NA,49211589,49211867,Chr04
OIIb.chr4.v1.g201850,2130.049966,0.031125941,0.205006399,0.151829118,0.879321715,0.966465833,49244369,49250551,Chr04
OIIb.chr4.v1.g201880,4692.709924,0.157956532,0.128869869,1.225705696,0.220309446,0.460986752,49303311,49307188,Chr04
OIIb.chr4.v1.g201890,873.029487,-0.005275153,0.243259397,-0.021685298,0.982698991,1,49363793,49370800,Chr04
OIIb.chr4.v1.g201900,763.0198399,0.428249144,0.446448941,0.959234315,0.337440717,0.596245141,49388410,49390654,Chr04
OIIb.chr4.v1.g201910,3.478890585,7.036289114,6.134998265,1.146909715,0.251418937,0.501080032,49431804,49432743,Chr04
OIIb.chr4.v1.g201920,2719.992412,0.086658768,0.267687603,0.323730974,0.746141719,0.898402501,49478561,49493295,Chr04
OIIb.chr4.v1.g201930,0,NA,NA,NA,NA,NA,49496350,49496724,Chr04
OIIb.chr4.v1.g201960,928.4228541,0.743300067,0.222512091,3.340492922,0.000836298,0.008720155,49556863,49560045,Chr04
OIIb.chr4.v1.g201970,627.7941928,-0.388576877,0.435511545,-0.892230944,0.372269159,0.630835929,49561683,49564076,Chr04
OIIb.chr4.v1.g201980,16.82872329,0.936192841,1.170024518,0.800148053,0.423625023,0.676453159,49593248,49594576,Chr04
OIIb.chr4.v1.g201990,56.481217,0.552854112,0.431909915,1.280021812,0.200537465,0.434319437,49595052,49601042,Chr04
OIIb.chr4.v1.g202000,263.2864526,0.807223393,0.426199959,1.894001572,0.058224801,0.192145488,49601841,49603662,Chr04
OIIb.chr4.v1.g202010,1.67346272,0,2.18105313,0,1,1,49610414,49611099,Chr04
OIIb.chr4.v1.g202030,3.889134131,0,1.977276329,0,1,1,49614773,49615006,Chr04
OIIb.chr4.v1.g202040,2349.797999,0.847378892,0.201551092,4.204288263,2.62E-05,0.000580928,49648251,49648811,Chr04
OIIb.chr4.v1.g202050,264.1697157,-3.286733335,1.164680834,-2.822003454,0.004772466,0.032111772,49649706,49650789,Chr04
OIIb.chr4.v1.g202060,88.26603811,-5.787586104,1.426425012,-4.057406491,4.96E-05,0.000976398,49685244,49685923,Chr04
OIIb.chr4.v1.g202070,23.29820156,-5.532988544,2.28398409,-2.422516238,0.015413437,0.075209586,49846093,49847566,Chr04
OIIb.chr4.v1.g202080,2222.826651,-2.856589856,0.709940759,-4.023701725,5.73E-05,0.001088996,49883961,49890386,Chr04
OIIb.chr4.v1.g202090,2657.635216,0.517243279,0.362066778,1.428585309,0.153123459,0.366045586,49979251,49981575,Chr04
OIIb.chr4.v1.g202100,1185.334027,0.64114775,0.1630062,3.933272173,8.38E-05,0.001483554,50006019,50009396,Chr04
OIIb.chr4.v1.g202110,1948.780161,0.057275182,0.159330309,0.359474493,0.719240156,0.884180421,50081786,50093734,Chr04
OIIb.chr4.v1.g202120,31201.39324,-0.833296656,0.5500423,-1.514968313,0.129780429,0.328642061,50111387,50117367,Chr04
OIIb.chr4.v1.g202150,16478.43811,-0.190775495,0.197361207,-0.966631172,0.333728446,0.593063845,50217998,50220951,Chr04
OIIb.chr4.v1.g202160,145.1198362,-1.272062175,0.893525439,-1.42364405,0.154549537,0.367799327,50226580,50234792,Chr04
OIIb.chr4.v1.g202170,1024.449783,-0.013808291,0.263157077,-0.05247167,0.958152868,1,50235239,50236943,Chr04
OIIb.chr4.v1.g202180,0.23307191,0,8.775233444,0,1,NA,50241928,50242629,Chr04
OIIb.chr4.v1.g202190,23.63274126,-0.571592511,1.214864486,-0.470498988,0.637998557,0.835429981,50257972,50258696,Chr04
OIIb.chr4.v1.g202200,2475.455032,-0.292398748,0.243203772,-1.202278839,0.229255513,0.473428308,50283837,50287352,Chr04
OIIb.chr4.v1.g202210,0,NA,NA,NA,NA,NA,50293676,50293915,Chr04
OIIb.chr4.v1.g202230,0.035822921,0,8.775233444,0,1,NA,50353222,50353473,Chr04
OIIb.chr4.v1.g202240,1486.189087,0.067254697,0.167064015,0.402568422,0.687265744,0.865068392,50360803,50368884,Chr04
OIIb.chr4.v1.g202290,3.44414545,-5.278512102,3.478087199,-1.517648006,0.129103158,0.327556172,50430009,50464047,Chr04
OIIb.chr4.v1.g202300,0,NA,NA,NA,NA,NA,50452530,50453101,Chr04
OIIb.chr4.v1.g202310,0,NA,NA,NA,NA,NA,50453211,50453923,Chr04
OIIb.chr4.v1.g202320,1538.740707,-0.105884644,0.326701889,-0.324101718,0.745861026,0.898184395,50490657,50499977,Chr04
OIIb.chr4.v1.g202330,0.814426949,-0.063345616,6.615030988,-0.009576012,0.992359565,NA,50517314,50517913,Chr04
OIIb.chr4.v1.g202340,3953.20471,-0.667643136,0.222177696,-3.004996223,0.002655841,0.020802941,50519330,50528652,Chr04
OIIb.chr4.v1.g202350,306.9583067,0.124141816,0.427322574,0.290510783,0.771425502,0.912183954,50581710,50582747,Chr04
OIIb.chr4.v1.g202360,3499.231136,0.216427176,0.235237379,0.920037355,0.357553239,0.617081946,50584117,50588043,Chr04
OIIb.chr4.v1.g202370,59.45684149,0.821763113,0.943563632,0.870914356,0.383800918,0.640751607,50588418,50590416,Chr04
OIIb.chr4.v1.g202380,634.1504887,-0.12738034,0.424810228,-0.299852339,0.764289791,0.908380034,50684249,50689928,Chr04
OIIb.chr4.v1.g202390,0.146899432,0,8.775233444,0,1,NA,50694496,50695729,Chr04
OIIb.chr4.v1.g202410,825.1417027,-0.005218516,0.194172516,-0.026875665,0.978558903,1,50701404,50703825,Chr04
OIIb.chr4.v1.g202420,61.02430334,-1.037448453,0.475514347,-2.181739541,0.029128761,0.118165707,50706060,50708180,Chr04
OIIb.chr4.v1.g202470,0,NA,NA,NA,NA,NA,50886810,50887112,Chr04
OIIb.chr4.v1.g202480,5.529362135,-0.126778324,2.525649296,-0.050196329,0.959965937,1,51021287,51030741,Chr04
OIIb.chr4.v1.g202490,1427.008206,-0.434097561,0.309812312,-1.40116304,0.161165324,0.377608924,51058302,51063687,Chr04
OIIb.chr4.v1.g202550,1500.646173,0.119445336,0.319015192,0.374418959,0.708092639,0.87731466,51180368,51196693,Chr04
OIIb.chr4.v1.g202560,673.3162997,0.020492103,0.261868658,0.078253361,0.937626516,0.992235895,51197896,51202064,Chr04
OIIb.chr4.v1.g202610,0,NA,NA,NA,NA,NA,51326157,51326843,Chr04
OIIb.chr4.v1.g202620,0,NA,NA,NA,NA,NA,51330483,51331168,Chr04
OIIb.chr4.v1.g202630,0,NA,NA,NA,NA,NA,51343663,51343917,Chr04
OIIb.chr4.v1.g202650,0.783292873,3.207332372,8.678971043,0.369552146,0.711716213,NA,51373823,51374167,Chr04
OIIb.chr4.v1.g202660,112.3075412,0.302483156,0.855272598,0.353668709,0.723587175,0.886630722,51380856,51385152,Chr04
OIIb.chr4.v1.g202720,2.256843107,-6.163922854,2.645209167,-2.330221341,0.019794456,0.090142589,51639785,51640516,Chr04
OIIb.chr4.v1.g202730,12989.80159,-0.307202418,0.237944483,-1.291067621,0.196680231,0.42863651,51643896,51647427,Chr04
OIIb.chr4.v1.g202740,989.1940865,-0.236883322,0.122221021,-1.938155314,0.052604277,0.179436386,51733268,51736397,Chr04
OIIb.chr4.v1.g202750,528.5264276,-0.533887996,0.163136812,-3.272639637,0.001065482,0.010366828,51763227,51771080,Chr04
OIIb.chr4.v1.g202760,83.46328841,-0.425682751,0.659810937,-0.645158677,0.518824362,0.752687833,51772015,51773160,Chr04
OIIb.chr4.v1.g202770,0,NA,NA,NA,NA,NA,51798946,51799413,Chr04
OIIb.chr4.v1.g202780,0.130207989,0,8.775233444,0,1,NA,51814979,51815644,Chr04
OIIb.chr4.v1.g202790,1047.866976,0.577356194,0.526184389,1.097250709,0.272531812,0.526252841,51817224,51819158,Chr04
OIIb.chr4.v1.g202800,2.332023258,-4.826474714,3.724092596,-1.296013617,0.194970794,0.426320506,51879141,51880083,Chr04
OIIb.chr4.v1.g202820,4449.806261,0.109516981,0.16683956,0.65642094,0.511553321,0.747278792,51927652,51930623,Chr04
OIIb.chr4.v1.g202830,0.191982076,0,8.775233444,0,1,NA,51936533,51936862,Chr04
OIIb.chr4.v1.g202840,0,NA,NA,NA,NA,NA,51936905,51937762,Chr04
OIIb.chr4.v1.g202850,72.54583379,-0.846991579,0.753205192,-1.124516383,0.260794024,0.512501318,51959926,51961587,Chr04
OIIb.chr4.v1.g202860,0,NA,NA,NA,NA,NA,51962343,51962861,Chr04
OIIb.chr4.v1.g202870,72.58102945,-1.57016357,0.685861006,-2.289332029,0.022060068,0.097005436,51986460,51987842,Chr04
OIIb.chr4.v1.g202880,12.30018365,-1.883816905,1.594950322,-1.181113216,0.23755775,0.484627001,51989714,51992446,Chr04
OIIb.chr4.v1.g202890,111.2680729,0.13353761,0.561698541,0.237738931,0.812083587,0.932706696,52167274,52168491,Chr04
OIIb.chr4.v1.g202900,0.547145211,-4.392800674,8.722658895,-0.503607985,0.61453688,NA,52207736,52208086,Chr04
OIIb.chr4.v1.g202910,1247.233303,0.308269733,0.147512244,2.08979082,0.036636594,0.139224083,52213340,52218725,Chr04
OIIb.chr4.v1.g202920,0,NA,NA,NA,NA,NA,52237432,52237896,Chr04
OIIb.chr4.v1.g202930,4048.920332,-0.395497242,0.337673016,-1.171243255,0.241501013,0.48940555,52241656,52242657,Chr04
OIIb.chr4.v1.g202940,1427.559428,-1.290802779,0.34482833,-3.743319979,0.000181605,0.002693543,52272510,52276156,Chr04
OIIb.chr4.v1.g202950,67794.18336,-0.863765766,0.409726554,-2.108151785,0.035017862,0.134965611,52277048,52277734,Chr04
OIIb.chr4.v1.g202960,975.0676008,-0.745728599,0.201705311,-3.6971193,0.00021806,0.003101656,52279159,52282345,Chr04
OIIb.chr4.v1.g202970,4.510874583,3.762585959,3.10986042,1.209889015,0.226321483,0.469764543,52372927,52374063,Chr04
OIIb.chr4.v1.g202980,787.7795205,0.649652063,0.155906628,4.166930375,3.09E-05,0.000665202,52426193,52432833,Chr04
OIIb.chr4.v1.g202990,632.450234,0.17195651,0.197957343,0.868654364,0.38503621,0.642000933,52469946,52475237,Chr04
OIIb.chr4.v1.g203000,585.3648368,-0.468704132,0.273298167,-1.714991864,0.086346719,0.251088735,52484925,52487611,Chr04
OIIb.chr4.v1.g203010,3137.851575,-0.84773398,0.487799484,-1.737873877,0.082233039,0.242740517,52521069,52522396,Chr04
OIIb.chr4.v1.g203020,287.3513752,0.071131679,0.380511613,0.186936947,0.851710071,0.952938202,52523127,52526151,Chr04
OIIb.chr4.v1.g203030,5569.689331,-0.103916844,0.301604355,-0.344546895,0.730435035,0.890614507,52531647,52536267,Chr04
OIIb.chr4.v1.g203040,0,NA,NA,NA,NA,NA,52551876,52552121,Chr04
OIIb.chr4.v1.g203050,0,NA,NA,NA,NA,NA,52552263,52552508,Chr04
OIIb.chr4.v1.g203060,126.9050763,0,3.172601439,0,1,1,52628142,52628342,Chr04
OIIb.chr4.v1.g203070,142.6150479,-0.436806411,0.265741564,-1.643726351,0.10023274,0.2774822,52650155,52651602,Chr04
OIIb.chr4.v1.g203080,972.1381736,-0.841406447,0.27875575,-3.018436201,0.002540829,0.020103618,52655193,52658195,Chr04
OIIb.chr4.v1.g203090,0,NA,NA,NA,NA,NA,52700898,52701409,Chr04
OIIb.chr4.v1.g203100,217.2140537,-1.030550589,0.650945096,-1.583160538,0.113384878,0.301037209,52747061,52762211,Chr04
OIIb.chr4.v1.g203110,0,NA,NA,NA,NA,NA,52764453,52764858,Chr04
OIIb.chr4.v1.g203170,2512.093335,0.329354176,0.181741075,1.812216507,0.06995275,0.217605559,52820182,52824425,Chr04
OIIb.chr4.v1.g203190,3182.483168,0.389095014,0.130107091,2.990575007,0.002784527,0.021523203,52836094,52839050,Chr04
OIIb.chr4.v1.g203200,0.048477568,0,8.775233444,0,1,NA,52855037,52856012,Chr04
OIIb.chr4.v1.g203210,2988.001351,-0.262825354,0.134667021,-1.951668292,0.050977599,0.175677419,52895835,52905656,Chr04
OIIb.chr4.v1.g203230,5543.434741,-0.533084596,0.180794651,-2.94856399,0.00319254,0.023821524,52944627,52949191,Chr04
OIIb.chr4.v1.g203240,0.243604919,0,8.775233444,0,1,NA,52961874,52963827,Chr04
OIIb.chr4.v1.g203250,68.40334822,1.287623931,0.752084308,1.712073923,0.086883046,0.252231074,52975007,52976299,Chr04
OIIb.chr4.v1.g203290,822.9208483,-0.297892173,0.138804086,-2.146134025,0.031862287,0.126052502,53021831,53028904,Chr04
OIIb.chr4.v1.g203300,3177.605808,-0.6474616,0.212894642,-3.041230128,0.002356137,0.018911853,53034800,53050667,Chr04
OIIb.chr4.v1.g203310,359.8140387,-0.023319564,0.263498661,-0.088499745,0.929479487,0.989175133,53051433,53054345,Chr04
OIIb.chr4.v1.g203320,43.5861781,0.525114325,0.963936629,0.544760214,0.585918445,0.800304774,53082794,53091391,Chr04
OIIb.chr4.v1.g203340,0.029087063,0,8.775233444,0,1,NA,53096162,53096914,Chr04
OIIb.chr4.v1.g203370,0.095135111,0,8.775233444,0,1,NA,53265134,53266342,Chr04
OIIb.chr4.v1.g203390,0,NA,NA,NA,NA,NA,53269917,53270168,Chr04
OIIb.chr4.v1.g203430,545.2830077,1.406679331,0.506677378,2.77628209,0.005498448,0.035808663,53401973,53402500,Chr04
OIIb.chr4.v1.g203440,448.953701,1.485725927,0.673039902,2.207485652,0.027280148,0.112678177,53437875,53438402,Chr04
OIIb.chr4.v1.g203450,945.4814377,0.266304535,0.311487164,0.854945455,0.392581345,0.648623698,53477301,53481955,Chr04
OIIb.chr4.v1.g203460,28.99122763,3.268596921,1.935803476,1.688496255,0.091316007,0.261512701,53528461,53530190,Chr04
OIIb.chr4.v1.g203520,2705.608002,-0.109359161,0.145233984,-0.752986034,0.451458306,0.698881965,53802690,53807223,Chr04
OIIb.chr4.v1.g203540,3.402779988,1.1785671,4.285539121,0.27501023,NA,NA,53972025,53972252,Chr04
OIIb.chr4.v1.g203550,32.63947159,0.46914062,1.48054943,0.316869272,0.751342799,0.901614442,53976329,53978224,Chr04
OIIb.chr4.v1.g203670,6482.60961,0.443380937,0.231133162,1.918292177,0.055073974,0.185317747,54117498,54120350,Chr04
OIIb.chr4.v1.g203680,371.6746266,-0.99844959,0.466844314,-2.138720685,0.032458296,0.12788108,54170041,54173999,Chr04
OIIb.chr4.v1.g203690,1865.851126,0.55320073,0.289729017,1.90937289,0.056214005,0.187719489,54184238,54186466,Chr04
OIIb.chr4.v1.g203700,0,NA,NA,NA,NA,NA,54210562,54211218,Chr04
OIIb.chr4.v1.g203720,0,NA,NA,NA,NA,NA,54237122,54237481,Chr04
OIIb.chr4.v1.g203730,15.61935,-1.431481838,1.54185726,-0.928413981,0.353192869,0.613441776,54289252,54289915,Chr04
OIIb.chr4.v1.g203740,0.095472541,-1.717839119,8.75980682,-0.196104681,0.844528233,NA,54304725,54307043,Chr04
OIIb.chr4.v1.g203750,0.035538512,0,8.775233444,0,1,NA,54319332,54320560,Chr04
OIIb.chr4.v1.g203770,0.734116664,5.292450035,8.72040377,0.606904241,0.543914463,NA,54349313,54356461,Chr04
