gene,bin,bin_adv,dN/dS,species
CaSa_OIIb.chr6.v1.g257500.t1,Autosomal,Autosomal,0.04942,cannabis
CaSa_OIIb.chr4.v1.g184630.t1,Autosomal,Autosomal,0.0494,cannabis
CaSa_OIIb.chr8.v1.g340240.t1,Autosomal,Autosomal,0.04938,cannabis
CaSa_OIIb.chr5.v1.g254110.t1,Autosomal,Autosomal,0.0493,cannabis
CaSa_OIIb.chr2.v1.g131050.t1,Autosomal,Autosomal,0.0493,cannabis
CaSa_OIIb.chr4.v1.g193460.t1,Autosomal,Autosomal,0.0491,cannabis
CaSa_OIIb.chr8.v1.g343240.t1,Autosomal,Autosomal,0.04907,cannabis
CaSa_OIIb.chr6.v1.g266150.t1,Autosomal,Autosomal,0.04902,cannabis
CaSa_OIIb.chr4.v1.g189100.t1,Autosomal,Autosomal,0.04902,cannabis
CaSa_OIIb.chrX.v1.g408130.t1,X-linked,PAR,0.04898,cannabis
CaSa_OIIb.chr6.v1.g286230.t1,Autosomal,Autosomal,0.04895,cannabis
CaSa_OIIb.chr3.v1.g176060.t1,Autosomal,Autosomal,0.04894,cannabis
CaSa_OIIb.chr3.v1.g149740.t1,Autosomal,Autosomal,0.04883,cannabis
CaSa_OIIb.chrX.v1.g404970.t1,X-linked,PAR,0.04874,cannabis
CaSa_OIIb.chr4.v1.g214830.t1,Autosomal,Autosomal,0.04872,cannabis
CaSa_OIIb.chr4.v1.g200900.t1,Autosomal,Autosomal,0.04862,cannabis
CaSa_OIIb.chr4.v1.g186420.t1,Autosomal,Autosomal,0.04861,cannabis
CaSa_OIIb.chr9.v1.g357230.t1,Autosomal,Autosomal,0.0486,cannabis
CaSa_OIIb.chr3.v1.g161130.t1,Autosomal,Autosomal,0.0486,cannabis
CaSa_OIIb.chr5.v1.g244240.t1,Autosomal,Autosomal,0.04858,cannabis
CaSa_OIIb.chrX.v1.g399760.t1,X-linked,PAR,0.04852,cannabis
CaSa_OIIb.chr9.v1.g363480.t1,Autosomal,Autosomal,0.04845,cannabis
CaSa_OIIb.chr1.v1.g085000.t1,Autosomal,Autosomal,0.04843,cannabis
CaSa_OIIb.chr4.v1.g190910.t1,Autosomal,Autosomal,0.04839,cannabis
CaSa_OIIb.chr9.v1.g362450.t1,Autosomal,Autosomal,0.04837,cannabis
CaSa_OIIb.chr3.v1.g173610.t1,Autosomal,Autosomal,0.04834,cannabis
CaSa_OIIb.chr1.v1.g096600.t1,Autosomal,Autosomal,0.0483,cannabis
CaSa_OIIb.chr5.v1.g243890.t1,Autosomal,Autosomal,0.0483,cannabis
CaSa_OIIb.chr1.v1.g089970.t1,Autosomal,Autosomal,0.04824,cannabis
CaSa_OIIb.chr8.v1.g340940.t1,Autosomal,Autosomal,0.04811,cannabis
CaSa_OIIb.chr4.v1.g185960.t1,Autosomal,Autosomal,0.04802,cannabis
CaSa_OIIb.chr8.v1.g348100.t1,Autosomal,Autosomal,0.04801,cannabis
CaSa_OIIb.chr9.v1.g364260.t1,Autosomal,Autosomal,0.04801,cannabis
CaSa_OIIb.chr1.v1.g074030.t1,Autosomal,Autosomal,0.04799,cannabis
CaSa_OIIb.chr7.v1.g320150.t1,Autosomal,Autosomal,0.04794,cannabis
CaSa_OIIb.chrX.v1.g398130.t1,X-linked,PAR,0.04788,cannabis
CaSa_OIIb.chr7.v1.g314640.t1,Autosomal,Autosomal,0.04787,cannabis
CaSa_OIIb.chr2.v1.g136660.t1,Autosomal,Autosomal,0.04782,cannabis
CaSa_OIIb.chr1.v1.g071140.t1,Autosomal,Autosomal,0.0478,cannabis
CaSa_OIIb.chr6.v1.g289460.t1,Autosomal,Autosomal,0.04777,cannabis
CaSa_OIIb.chr6.v1.g258960.t1,Autosomal,Autosomal,0.04775,cannabis
CaSa_OIIb.chrX.v1.g400780.t1,X-linked,PAR,0.0477,cannabis
CaSa_OIIb.chr6.v1.g260790.t1,Autosomal,Autosomal,0.04768,cannabis
CaSa_OIIb.chrX.v1.g437700.t1,X-linked,HXR,0.04767,cannabis
CaSa_OIIb.chr8.v1.g354110.t1,Autosomal,Autosomal,0.04761,cannabis
CaSa_OIIb.chr1.v1.g065120.t1,Autosomal,Autosomal,0.04758,cannabis
CaSa_OIIb.chr2.v1.g135190.t1,Autosomal,Autosomal,0.04751,cannabis
CaSa_OIIb.chr1.v1.g098140.t1,Autosomal,Autosomal,0.04751,cannabis
CaSa_OIIb.chr6.v1.g262710.t1,Autosomal,Autosomal,0.0475,cannabis
CaSa_OIIb.chr3.v1.g178150.t1,Autosomal,Autosomal,0.04747,cannabis
CaSa_OIIb.chr4.v1.g221450.t1,Autosomal,Autosomal,0.04743,cannabis
CaSa_OIIb.chr8.v1.g346020.t1,Autosomal,Autosomal,0.04739,cannabis
CaSa_OIIb.chrX.v1.g426730.t1,X-linked,HXR,0.04727,cannabis
CaSa_OIIb.chr3.v1.g180140.t1,Autosomal,Autosomal,0.04723,cannabis
CaSa_OIIb.chr7.v1.g298080.t1,Autosomal,Autosomal,0.04721,cannabis
CaSa_OIIb.chr7.v1.g316260.t1,Autosomal,Autosomal,0.04713,cannabis
CaSa_OIIb.chr1.v1.g077960.t1,Autosomal,Autosomal,0.04713,cannabis
CaSa_OIIb.chr1.v1.g078100.t1,Autosomal,Autosomal,0.04711,cannabis
CaSa_OIIb.chr4.v1.g207680.t1,Autosomal,Autosomal,0.0471,cannabis
CaSa_OIIb.chr7.v1.g303250.t1,Autosomal,Autosomal,0.04708,cannabis
CaSa_OIIb.chr1.v1.g068130.t1,Autosomal,Autosomal,0.04706,cannabis
CaSa_OIIb.chr8.v1.g347680.t1,Autosomal,Autosomal,0.04691,cannabis
CaSa_OIIb.chr6.v1.g291150.t1,Autosomal,Autosomal,0.04682,cannabis
CaSa_OIIb.chr4.v1.g195040.t1,Autosomal,Autosomal,0.04668,cannabis
CaSa_OIIb.chr9.v1.g357790.t1,Autosomal,Autosomal,0.04664,cannabis
CaSa_OIIb.chrX.v1.g391670.t1,X-linked,PAR,0.04661,cannabis
CaSa_OIIb.chr8.v1.g351460.t1,Autosomal,Autosomal,0.04661,cannabis
CaSa_OIIb.chrX.v1.g413810.t1,X-linked,HXR,0.0466,cannabis
CaSa_OIIb.chr6.v1.g288830.t1,Autosomal,Autosomal,0.04646,cannabis
CaSa_OIIb.chr8.v1.g344540.t1,Autosomal,Autosomal,0.04646,cannabis
CaSa_OIIb.chr1.v1.g093460.t1,Autosomal,Autosomal,0.04636,cannabis
CaSa_OIIb.chr8.v1.g342580.t1,Autosomal,Autosomal,0.04631,cannabis
CaSa_OIIb.chr3.v1.g179770.t1,Autosomal,Autosomal,0.04605,cannabis
CaSa_OIIb.chr7.v1.g298120.t1,Autosomal,Autosomal,0.04602,cannabis
CaSa_OIIb.chr6.v1.g287060.t1,Autosomal,Autosomal,0.04595,cannabis
CaSa_OIIb.chr7.v1.g315470.t1,Autosomal,Autosomal,0.04594,cannabis
CaSa_OIIb.chr9.v1.g358880.t1,Autosomal,Autosomal,0.04584,cannabis
CaSa_OIIb.chr6.v1.g256550.t1,Autosomal,Autosomal,0.04582,cannabis
CaSa_OIIb.chrX.v1.g437820.t1,X-linked,HXR,0.04581,cannabis
CaSa_OIIb.chr1.v1.g082390.t1,Autosomal,Autosomal,0.04576,cannabis
CaSa_OIIb.chrX.v1.g435880.t1,X-linked,HXR,0.04575,cannabis
CaSa_OIIb.chr1.v1.g087130.t1,Autosomal,Autosomal,0.04565,cannabis
CaSa_OIIb.chr8.v1.g334910.t1,Autosomal,Autosomal,0.04555,cannabis
CaSa_OIIb.chr6.v1.g261220.t1,Autosomal,Autosomal,0.04552,cannabis
CaSa_OIIb.chr4.v1.g183680.t1,Autosomal,Autosomal,0.0455,cannabis
CaSa_OIIb.chr8.v1.g332030.t1,Autosomal,Autosomal,0.04549,cannabis
CaSa_OIIb.chr1.v1.g086360.t1,Autosomal,Autosomal,0.04549,cannabis
CaSa_OIIb.chr7.v1.g309190.t1,Autosomal,Autosomal,0.04545,cannabis
CaSa_OIIb.chr4.v1.g206040.t1,Autosomal,Autosomal,0.04526,cannabis
CaSa_OIIb.chr3.v1.g180160.t1,Autosomal,Autosomal,0.04525,cannabis
CaSa_OIIb.chr3.v1.g179710.t1,Autosomal,Autosomal,0.04519,cannabis
CaSa_OIIb.chr4.v1.g216850.t1,Autosomal,Autosomal,0.04512,cannabis
CaSa_OIIb.chr4.v1.g219680.t1,Autosomal,Autosomal,0.04509,cannabis
CaSa_OIIb.chrX.v1.g397110.t1,X-linked,PAR,0.04504,cannabis
CaSa_OIIb.chr1.v1.g084490.t1,Autosomal,Autosomal,0.04487,cannabis
CaSa_OIIb.chr4.v1.g199910.t1,Autosomal,Autosomal,0.04485,cannabis
CaSa_OIIb.chr2.v1.g130070.t1,Autosomal,Autosomal,0.04482,cannabis
CaSa_OIIb.chr2.v1.g113900.t1,Autosomal,Autosomal,0.04474,cannabis
CaSa_OIIb.chr9.v1.g371820.t1,Autosomal,Autosomal,0.04474,cannabis
CaSa_OIIb.chr1.v1.g094180.t1,Autosomal,Autosomal,0.0447,cannabis
CaSa_OIIb.chrX.v1.g425190.t1,X-linked,HXR,0.04469,cannabis
CaSa_OIIb.chrX.v1.g403100.t1,X-linked,PAR,0.04455,cannabis
CaSa_OIIb.chr3.v1.g179670.t1,Autosomal,Autosomal,0.04453,cannabis
CaSa_OIIb.chr3.v1.g161460.t1,Autosomal,Autosomal,0.04439,cannabis
CaSa_OIIb.chr1.v1.g086110.t1,Autosomal,Autosomal,0.04439,cannabis
CaSa_OIIb.chr1.v1.g066390.t1,Autosomal,Autosomal,0.0442,cannabis
CaSa_OIIb.chr7.v1.g293560.t1,Autosomal,Autosomal,0.04412,cannabis
CaSa_OIIb.chrX.v1.g401250.t1,X-linked,PAR,0.04412,cannabis
CaSa_OIIb.chr5.v1.g251640.t1,Autosomal,Autosomal,0.04408,cannabis
CaSa_OIIb.chr9.v1.g356580.t1,Autosomal,Autosomal,0.04408,cannabis
CaSa_OIIb.chr1.v1.g064880.t1,Autosomal,Autosomal,0.04405,cannabis
CaSa_OIIb.chr4.v1.g183700.t1,Autosomal,Autosomal,0.04386,cannabis
CaSa_OIIb.chr7.v1.g319750.t1,Autosomal,Autosomal,0.04385,cannabis
CaSa_OIIb.chr6.v1.g257860.t1,Autosomal,Autosomal,0.04375,cannabis
CaSa_OIIb.chr8.v1.g329700.t1,Autosomal,Autosomal,0.04362,cannabis
CaSa_OIIb.chr1.v1.g095230.t1,Autosomal,Autosomal,0.04362,cannabis
CaSa_OIIb.chrX.v1.g392170.t1,X-linked,PAR,0.04361,cannabis
CaSa_OIIb.chr1.v1.g081980.t1,Autosomal,Autosomal,0.0436,cannabis
CaSa_OIIb.chr1.v1.g070990.t1,Autosomal,Autosomal,0.04356,cannabis
CaSa_OIIb.chrX.v1.g407490.t1,X-linked,PAR,0.04356,cannabis
CaSa_OIIb.chr7.v1.g316080.t1,Autosomal,Autosomal,0.0435,cannabis
CaSa_OIIb.chr2.v1.g112580.t1,Autosomal,Autosomal,0.04341,cannabis
CaSa_OIIb.chr6.v1.g283210.t1,Autosomal,Autosomal,0.04337,cannabis
CaSa_OIIb.chr1.v1.g071630.t1,Autosomal,Autosomal,0.04337,cannabis
CaSa_OIIb.chr5.v1.g222130.t1,Autosomal,Autosomal,0.04331,cannabis
CaSa_OIIb.chrX.v1.g436300.t1,X-linked,HXR,0.04323,cannabis
CaSa_OIIb.chr5.v1.g229890.t1,Autosomal,Autosomal,0.04318,cannabis
CaSa_OIIb.chrX.v1.g408700.t1,X-linked,PAR,0.04299,cannabis
CaSa_OIIb.chr2.v1.g105390.t1,Autosomal,Autosomal,0.04299,cannabis
CaSa_OIIb.chr4.v1.g213620.t1,Autosomal,Autosomal,0.04298,cannabis
CaSa_OIIb.chrX.v1.g427060.t1,X-linked,HXR,0.04297,cannabis
CaSa_OIIb.chr8.v1.g339340.t1,Autosomal,Autosomal,0.04292,cannabis
CaSa_OIIb.chrX.v1.g402770.t1,X-linked,PAR,0.0429,cannabis
CaSa_OIIb.chr4.v1.g183780.t1,Autosomal,Autosomal,0.04288,cannabis
CaSa_OIIb.chr4.v1.g219830.t1,Autosomal,Autosomal,0.04286,cannabis
CaSa_OIIb.chr8.v1.g349080.t1,Autosomal,Autosomal,0.04285,cannabis
CaSa_OIIb.chr5.v1.g253670.t1,Autosomal,Autosomal,0.04279,cannabis
CaSa_OIIb.chr5.v1.g237970.t1,Autosomal,Autosomal,0.04278,cannabis
CaSa_OIIb.chrX.v1.g408120.t1,X-linked,PAR,0.04277,cannabis
CaSa_OIIb.chr2.v1.g139150.t1,Autosomal,Autosomal,0.04274,cannabis
CaSa_OIIb.chr9.v1.g362400.t1,Autosomal,Autosomal,0.04265,cannabis
CaSa_OIIb.chrX.v1.g399090.t1,X-linked,PAR,0.04265,cannabis
CaSa_OIIb.chr3.v1.g176840.t1,Autosomal,Autosomal,0.0426,cannabis
CaSa_OIIb.chr3.v1.g180400.t1,Autosomal,Autosomal,0.04257,cannabis
CaSa_OIIb.chrX.v1.g397300.t1,X-linked,PAR,0.0425,cannabis
CaSa_OIIb.chr8.v1.g342910.t1,Autosomal,Autosomal,0.04249,cannabis
CaSa_OIIb.chrX.v1.g398560.t1,X-linked,PAR,0.04241,cannabis
CaSa_OIIb.chrX.v1.g396200.t1,X-linked,PAR,0.04239,cannabis
CaSa_OIIb.chr9.v1.g363290.t1,Autosomal,Autosomal,0.04235,cannabis
CaSa_OIIb.chr5.v1.g225770.t1,Autosomal,Autosomal,0.04228,cannabis
CaSa_OIIb.chr5.v1.g221970.t1,Autosomal,Autosomal,0.04217,cannabis
CaSa_OIIb.chr7.v1.g320050.t1,Autosomal,Autosomal,0.04217,cannabis
CaSa_OIIb.chr4.v1.g203690.t1,Autosomal,Autosomal,0.04217,cannabis
CaSa_OIIb.chr9.v1.g358030.t1,Autosomal,Autosomal,0.04212,cannabis
CaSa_OIIb.chr3.v1.g148930.t1,Autosomal,Autosomal,0.04209,cannabis
CaSa_OIIb.chr2.v1.g142260.t1,Autosomal,Autosomal,0.04204,cannabis
CaSa_OIIb.chr1.v1.g091310.t1,Autosomal,Autosomal,0.042,cannabis
CaSa_OIIb.chr5.v1.g250580.t1,Autosomal,Autosomal,0.04198,cannabis
CaSa_OIIb.chr5.v1.g222620.t1,Autosomal,Autosomal,0.04197,cannabis
CaSa_OIIb.chr8.v1.g328100.t1,Autosomal,Autosomal,0.04196,cannabis
CaSa_OIIb.chr2.v1.g130480.t1,Autosomal,Autosomal,0.04196,cannabis
CaSa_OIIb.chr3.v1.g153650.t1,Autosomal,Autosomal,0.04195,cannabis
CaSa_OIIb.chr6.v1.g256830.t1,Autosomal,Autosomal,0.04186,cannabis
CaSa_OIIb.chr5.v1.g222420.t1,Autosomal,Autosomal,0.04184,cannabis
CaSa_OIIb.chr4.v1.g206760.t1,Autosomal,Autosomal,0.04183,cannabis
CaSa_OIIb.chr8.v1.g350470.t1,Autosomal,Autosomal,0.04177,cannabis
CaSa_OIIb.chr3.v1.g172320.t1,Autosomal,Autosomal,0.04172,cannabis
CaSa_OIIb.chr4.v1.g201880.t1,Autosomal,Autosomal,0.04172,cannabis
CaSa_OIIb.chr4.v1.g182260.t1,Autosomal,Autosomal,0.0417,cannabis
CaSa_OIIb.chr8.v1.g345470.t1,Autosomal,Autosomal,0.04168,cannabis
CaSa_OIIb.chr8.v1.g349370.t1,Autosomal,Autosomal,0.04165,cannabis
CaSa_OIIb.chr1.v1.g082330.t1,Autosomal,Autosomal,0.04164,cannabis
CaSa_OIIb.chr1.v1.g097770.t1,Autosomal,Autosomal,0.04162,cannabis
CaSa_OIIb.chr1.v1.g094570.t1,Autosomal,Autosomal,0.04158,cannabis
CaSa_OIIb.chr8.v1.g351530.t1,Autosomal,Autosomal,0.04152,cannabis
CaSa_OIIb.chr1.v1.g081680.t1,Autosomal,Autosomal,0.04146,cannabis
CaSa_OIIb.chrX.v1.g414170.t1,X-linked,HXR,0.0413,cannabis
CaSa_OIIb.chr1.v1.g103500.t1,Autosomal,Autosomal,0.04123,cannabis
CaSa_OIIb.chr9.v1.g368120.t1,Autosomal,Autosomal,0.04121,cannabis
CaSa_OIIb.chr5.v1.g252320.t1,Autosomal,Autosomal,0.04113,cannabis
CaSa_OIIb.chr3.v1.g147670.t1,Autosomal,Autosomal,0.04112,cannabis
CaSa_OIIb.chrX.v1.g395180.t1,X-linked,PAR,0.04102,cannabis
CaSa_OIIb.chr4.v1.g216450.t1,Autosomal,Autosomal,0.04102,cannabis
CaSa_OIIb.chr5.v1.g230470.t1,Autosomal,Autosomal,0.04094,cannabis
CaSa_OIIb.chr9.v1.g356670.t1,Autosomal,Autosomal,0.04091,cannabis
CaSa_OIIb.chr3.v1.g155850.t1,Autosomal,Autosomal,0.04089,cannabis
CaSa_OIIb.chrX.v1.g392750.t1,X-linked,PAR,0.0407,cannabis
CaSa_OIIb.chr3.v1.g155950.t1,Autosomal,Autosomal,0.04068,cannabis
CaSa_OIIb.chr8.v1.g350000.t1,Autosomal,Autosomal,0.04043,cannabis
CaSa_OIIb.chr9.v1.g385140.t1,Autosomal,Autosomal,0.04034,cannabis
CaSa_OIIb.chr8.v1.g328550.t1,Autosomal,Autosomal,0.04025,cannabis
CaSa_OIIb.chr5.v1.g224070.t1,Autosomal,Autosomal,0.04023,cannabis
CaSa_OIIb.chr1.v1.g086400.t1,Autosomal,Autosomal,0.0402,cannabis
CaSa_OIIb.chr2.v1.g106340.t1,Autosomal,Autosomal,0.0402,cannabis
CaSa_OIIb.chr4.v1.g191620.t1,Autosomal,Autosomal,0.0402,cannabis
CaSa_OIIb.chr1.v1.g104920.t1,Autosomal,Autosomal,0.0402,cannabis
CaSa_OIIb.chr1.v1.g065300.t1,Autosomal,Autosomal,0.04018,cannabis
CaSa_OIIb.chr1.v1.g085480.t1,Autosomal,Autosomal,0.04004,cannabis
CaSa_OIIb.chr1.v1.g064990.t1,Autosomal,Autosomal,0.04002,cannabis
CaSa_OIIb.chr1.v1.g095880.t1,Autosomal,Autosomal,0.04002,cannabis
CaSa_OIIb.chr4.v1.g218620.t1,Autosomal,Autosomal,0.03993,cannabis
CaSa_OIIb.chr4.v1.g217160.t1,Autosomal,Autosomal,0.03985,cannabis
CaSa_OIIb.chr6.v1.g266530.t1,Autosomal,Autosomal,0.03982,cannabis
CaSa_OIIb.chr6.v1.g269570.t1,Autosomal,Autosomal,0.03982,cannabis
CaSa_OIIb.chr9.v1.g359300.t1,Autosomal,Autosomal,0.03978,cannabis
CaSa_OIIb.chrX.v1.g437030.t1,X-linked,HXR,0.03977,cannabis
CaSa_OIIb.chr3.v1.g149320.t1,Autosomal,Autosomal,0.03974,cannabis
CaSa_OIIb.chr1.v1.g103310.t1,Autosomal,Autosomal,0.03974,cannabis
CaSa_OIIb.chr4.v1.g219810.t1,Autosomal,Autosomal,0.03973,cannabis
CaSa_OIIb.chr1.v1.g083500.t1,Autosomal,Autosomal,0.0397,cannabis
CaSa_OIIb.chr3.v1.g175070.t1,Autosomal,Autosomal,0.03969,cannabis
CaSa_OIIb.chr1.v1.g089080.t1,Autosomal,Autosomal,0.03968,cannabis
CaSa_OIIb.chr2.v1.g107200.t1,Autosomal,Autosomal,0.03961,cannabis
CaSa_OIIb.chr3.v1.g180820.t1,Autosomal,Autosomal,0.03959,cannabis
CaSa_OIIb.chr8.v1.g334230.t1,Autosomal,Autosomal,0.03958,cannabis
CaSa_OIIb.chr7.v1.g314750.t1,Autosomal,Autosomal,0.03953,cannabis
CaSa_OIIb.chr5.v1.g246950.t1,Autosomal,Autosomal,0.03946,cannabis
CaSa_OIIb.chr1.v1.g091400.t1,Autosomal,Autosomal,0.03941,cannabis
CaSa_OIIb.chr1.v1.g097590.t1,Autosomal,Autosomal,0.03938,cannabis
CaSa_OIIb.chr4.v1.g219130.t1,Autosomal,Autosomal,0.03934,cannabis
CaSa_OIIb.chr7.v1.g319770.t1,Autosomal,Autosomal,0.03933,cannabis
CaSa_OIIb.chr1.v1.g081590.t1,Autosomal,Autosomal,0.03925,cannabis
CaSa_OIIb.chr7.v1.g317780.t1,Autosomal,Autosomal,0.03922,cannabis
CaSa_OIIb.chr3.v1.g163060.t1,Autosomal,Autosomal,0.03919,cannabis
CaSa_OIIb.chr4.v1.g215260.t1,Autosomal,Autosomal,0.03917,cannabis
CaSa_OIIb.chr4.v1.g185890.t1,Autosomal,Autosomal,0.03913,cannabis
CaSa_OIIb.chr9.v1.g358980.t1,Autosomal,Autosomal,0.03908,cannabis
CaSa_OIIb.chr3.v1.g179650.t1,Autosomal,Autosomal,0.039,cannabis
CaSa_OIIb.chr9.v1.g361630.t1,Autosomal,Autosomal,0.03894,cannabis
CaSa_OIIb.chr1.v1.g079600.t1,Autosomal,Autosomal,0.03893,cannabis
CaSa_OIIb.chrX.v1.g400910.t1,X-linked,PAR,0.03881,cannabis
CaSa_OIIb.chr8.v1.g341710.t1,Autosomal,Autosomal,0.03878,cannabis
CaSa_OIIb.chr9.v1.g366480.t1,Autosomal,Autosomal,0.03877,cannabis
CaSa_OIIb.chr3.v1.g159120.t1,Autosomal,Autosomal,0.03877,cannabis
CaSa_OIIb.chr4.v1.g213120.t1,Autosomal,Autosomal,0.03857,cannabis
CaSa_OIIb.chr4.v1.g204330.t1,Autosomal,Autosomal,0.03834,cannabis
CaSa_OIIb.chr6.v1.g261680.t1,Autosomal,Autosomal,0.03814,cannabis
CaSa_OIIb.chrX.v1.g405300.t1,X-linked,PAR,0.03809,cannabis
CaSa_OIIb.chr4.v1.g185810.t1,Autosomal,Autosomal,0.03809,cannabis
CaSa_OIIb.chr8.v1.g334100.t1,Autosomal,Autosomal,0.03806,cannabis
CaSa_OIIb.chr2.v1.g135050.t1,Autosomal,Autosomal,0.03798,cannabis
CaSa_OIIb.chr9.v1.g390300.t1,Autosomal,Autosomal,0.03794,cannabis
CaSa_OIIb.chr8.v1.g344830.t1,Autosomal,Autosomal,0.03783,cannabis
CaSa_OIIb.chr1.v1.g103970.t1,Autosomal,Autosomal,0.03776,cannabis
CaSa_OIIb.chr2.v1.g119370.t1,Autosomal,Autosomal,0.03772,cannabis
CaSa_OIIb.chrX.v1.g439880.t1,X-linked,HXR,0.03771,cannabis
CaSa_OIIb.chr5.v1.g243810.t1,Autosomal,Autosomal,0.03771,cannabis
CaSa_OIIb.chr4.v1.g187400.t1,Autosomal,Autosomal,0.03755,cannabis
CaSa_OIIb.chr4.v1.g185190.t1,Autosomal,Autosomal,0.03754,cannabis
CaSa_OIIb.chr6.v1.g289650.t1,Autosomal,Autosomal,0.03752,cannabis
CaSa_OIIb.chr2.v1.g116080.t1,Autosomal,Autosomal,0.03752,cannabis
CaSa_OIIb.chr9.v1.g359350.t1,Autosomal,Autosomal,0.03736,cannabis
CaSa_OIIb.chr7.v1.g316990.t1,Autosomal,Autosomal,0.03719,cannabis
CaSa_OIIb.chr6.v1.g262840.t1,Autosomal,Autosomal,0.03717,cannabis
CaSa_OIIb.chr1.v1.g094850.t1,Autosomal,Autosomal,0.03711,cannabis
CaSa_OIIb.chr8.v1.g352050.t1,Autosomal,Autosomal,0.03705,cannabis
CaSa_OIIb.chr9.v1.g387100.t1,Autosomal,Autosomal,0.03702,cannabis
CaSa_OIIb.chr8.v1.g346600.t1,Autosomal,Autosomal,0.03701,cannabis
CaSa_OIIb.chr1.v1.g092610.t1,Autosomal,Autosomal,0.037,cannabis
CaSa_OIIb.chr7.v1.g296180.t1,Autosomal,Autosomal,0.03693,cannabis
CaSa_OIIb.chrX.v1.g395830.t1,X-linked,PAR,0.03692,cannabis
CaSa_OIIb.chrX.v1.g392270.t1,X-linked,PAR,0.0369,cannabis
CaSa_OIIb.chrX.v1.g400920.t1,X-linked,PAR,0.03684,cannabis
CaSa_OIIb.chr9.v1.g366620.t1,Autosomal,Autosomal,0.0368,cannabis
CaSa_OIIb.chr4.v1.g201100.t1,Autosomal,Autosomal,0.03679,cannabis
CaSa_OIIb.chr2.v1.g115270.t1,Autosomal,Autosomal,0.03675,cannabis
CaSa_OIIb.chr5.v1.g229430.t1,Autosomal,Autosomal,0.03667,cannabis
CaSa_OIIb.chrX.v1.g399530.t1,X-linked,PAR,0.03664,cannabis
CaSa_OIIb.chr8.v1.g347670.t1,Autosomal,Autosomal,0.03664,cannabis
CaSa_OIIb.chrX.v1.g392010.t1,X-linked,PAR,0.03659,cannabis
CaSa_OIIb.chr2.v1.g110380.t1,Autosomal,Autosomal,0.03657,cannabis
CaSa_OIIb.chr1.v1.g089810.t1,Autosomal,Autosomal,0.03654,cannabis
CaSa_OIIb.chr4.v1.g218920.t1,Autosomal,Autosomal,0.03648,cannabis
CaSa_OIIb.chr2.v1.g115300.t1,Autosomal,Autosomal,0.03642,cannabis
CaSa_OIIb.chr7.v1.g315170.t1,Autosomal,Autosomal,0.03637,cannabis
CaSa_OIIb.chr1.v1.g076560.t1,Autosomal,Autosomal,0.03624,cannabis
CaSa_OIIb.chr5.v1.g251000.t1,Autosomal,Autosomal,0.03624,cannabis
CaSa_OIIb.chr4.v1.g183590.t1,Autosomal,Autosomal,0.03619,cannabis
CaSa_OIIb.chr7.v1.g311810.t1,Autosomal,Autosomal,0.03617,cannabis
CaSa_OIIb.chr6.v1.g276830.t1,Autosomal,Autosomal,0.03616,cannabis
CaSa_OIIb.chr3.v1.g163330.t1,Autosomal,Autosomal,0.03595,cannabis
CaSa_OIIb.chr6.v1.g260380.t1,Autosomal,Autosomal,0.03593,cannabis
CaSa_OIIb.chr1.v1.g067200.t1,Autosomal,Autosomal,0.03574,cannabis
CaSa_OIIb.chrX.v1.g394570.t1,X-linked,PAR,0.03573,cannabis
CaSa_OIIb.chr1.v1.g101660.t1,Autosomal,Autosomal,0.03573,cannabis
CaSa_OIIb.chr6.v1.g255430.t1,Autosomal,Autosomal,0.03568,cannabis
CaSa_OIIb.chrX.v1.g404120.t1,X-linked,PAR,0.03567,cannabis
CaSa_OIIb.chr2.v1.g142340.t1,Autosomal,Autosomal,0.03551,cannabis
CaSa_OIIb.chr2.v1.g108800.t1,Autosomal,Autosomal,0.03549,cannabis
CaSa_OIIb.chr2.v1.g141250.t1,Autosomal,Autosomal,0.03543,cannabis
CaSa_OIIb.chr9.v1.g357520.t1,Autosomal,Autosomal,0.03533,cannabis
CaSa_OIIb.chr6.v1.g286310.t1,Autosomal,Autosomal,0.03532,cannabis
CaSa_OIIb.chr1.v1.g096370.t1,Autosomal,Autosomal,0.03529,cannabis
CaSa_OIIb.chr8.v1.g350320.t1,Autosomal,Autosomal,0.03526,cannabis
CaSa_OIIb.chr1.v1.g103670.t1,Autosomal,Autosomal,0.03525,cannabis
CaSa_OIIb.chr8.v1.g332280.t1,Autosomal,Autosomal,0.03515,cannabis
CaSa_OIIb.chr4.v1.g184050.t1,Autosomal,Autosomal,0.03514,cannabis
CaSa_OIIb.chr8.v1.g348220.t1,Autosomal,Autosomal,0.03512,cannabis
CaSa_OIIb.chrX.v1.g394260.t1,X-linked,PAR,0.03508,cannabis
CaSa_OIIb.chrX.v1.g427730.t1,X-linked,HXR,0.03498,cannabis
CaSa_OIIb.chr6.v1.g262270.t1,Autosomal,Autosomal,0.03494,cannabis
CaSa_OIIb.chr8.v1.g341950.t1,Autosomal,Autosomal,0.03494,cannabis
CaSa_OIIb.chr6.v1.g255300.t1,Autosomal,Autosomal,0.03488,cannabis
CaSa_OIIb.chr5.v1.g243440.t1,Autosomal,Autosomal,0.03474,cannabis
CaSa_OIIb.chr7.v1.g294080.t1,Autosomal,Autosomal,0.03468,cannabis
CaSa_OIIb.chr2.v1.g111670.t1,Autosomal,Autosomal,0.03468,cannabis
